-0.023271045	-0.015149687	0.009916208	-0.015202062	-0.047366507	0.058463264	0.06193215	0.09439001	0.0155359935	0.001305256	-0.008519638	-0.043015525	-0.022171093	-0.013316284	-0.001004598	-0.0021489584	-0.059126087	0.009387994	0.05177779	-0.025289878	0.033698346	-0.022044051	0.001041991	-0.043224003	0.03834544	-0.045598164	-0.10100137	-0.04146857	-0.021463986	0.022200134	0.056412093	-0.042615503
-0.036611095	0.07508364	0.022217039	0.091739334	-0.06428233	-0.019950561	-0.04410658	0.16082528	0.002420255	0.034335468	-0.010024319	-0.019605242	-0.07928098	0.028249118	-0.0053510093	-0.03473532	0.01710681	-0.017820176	0.019286592	-0.036618214	-0.055347715	-0.03891826	0.037510645	0.022951033	0.04601621	-0.02434915	0.026481291	0.045977376	0.02656477	0.03756518	-0.021828651	0.0035679587
-0.14569356	0.058250625	0.07142677	-0.3585559	-0.0030191997	0.12558228	0.1778543	-0.05406943	0.0077409633	0.09616498	-0.020136952	-0.05841793	-0.076748446	0.073457256	-0.14037797	-0.16553326	-0.192444	0.07117102	0.15037851	-0.06566724	-0.04012625	-0.0792696	0.13422272	-0.10657059	0.049786538	-0.141672	-0.43495005	0.09096703	0.022110598	0.06141098	0.0050679916	0.16527583
0.34753144	-0.31386018	-0.3372281	-0.25862658	0.3348058	-0.4333002	-0.32053545	-0.23368783	-0.38495594	-0.40948603	0.40060937	-0.23598589	0.32638222	-0.3271627	0.37313703	0.4097321	0.44342032	-0.3364159	-0.42498273	0.38109833	0.3145053	0.3749212	-0.42518458	0.37713087	-0.4315721	0.47522306	-0.1260721	-0.31458697	0.2515389	-0.28379264	0.31050414	-0.3976778
-0.0059041544	-0.08561895	-0.03552083	-0.31529218	0.10621934	0.046472553	0.021680038	-0.12917449	-0.05050917	0.0042712316	0.0845429	-0.0866804	0.0865508	0.012541664	-0.0060905498	-0.019847311	-0.03680517	-0.040750585	-0.01861203	0.06544223	0.013599462	0.05997511	-0.012478685	-0.0029176038	-0.049855012	-0.0053218813	-0.39061904	0.013409795	0.05148818	-0.017121326	0.01792346	0.019079171
0.071947925	-0.08069856	-0.000925037	-0.25277647	0.083418496	0.008542016	0.034989554	-0.21746929	-0.038948495	0.021241354	0.043569554	0.021193951	0.030865345	-0.023600686	0.049874604	-0.045718502	-0.026555395	0.004973741	-0.056864526	0.009789759	-0.0016030542	0.02572848	-0.045579545	-0.02478821	-0.03172729	0.024197808	-0.37055013	0.010406156	-0.04020045	-0.023776708	0.01623005	0.056349106
0.38563994	-0.322748	-0.30296633	-0.4390506	0.35505468	-0.33155808	-0.16032887	-0.33262044	-0.29268628	-0.2813502	0.32622924	-0.2384685	0.3236337	-0.22374456	0.2689375	0.30091745	0.29747587	-0.15834352	-0.2912805	0.37056085	0.27811924	0.35168266	-0.35551003	0.31615862	-0.3078655	0.30108735	-0.31415483	-0.25840455	0.23615721	-0.17995325	0.27809337	-0.26957822
0.028585045	-0.0044861827	0.0232659	0.17702158	-0.073316015	-0.08708094	0.024508316	-0.037527315	0.038646366	0.019806605	-0.0120457215	0.013726709	0.045574192	0.02664237	0.032152954	0.06553657	0.10776291	0.016547507	-0.071287826	0.04650272	-0.005867062	0.03548557	-3.9314167e-05	0.09092517	-0.052384704	0.1079426	0.0738896	-0.05791339	-0.10965451	0.08684058	0.010125909	-0.08667276
0.39841497	-0.32001132	-0.3669838	-0.43176064	0.37842408	-0.38897207	-0.24558215	-0.21617103	-0.4177614	-0.37970844	0.43176433	-0.2529112	0.33373302	-0.222761	0.40199867	0.34819114	0.35917684	-0.26666915	-0.353438	0.37731394	0.31662613	0.39262292	-0.33159384	0.32947293	-0.3466511	0.32908386	-0.08751917	-0.26948655	0.26662213	-0.31802377	0.24800608	-0.3096142
0.05618357	-0.08985492	-0.015300587	-0.13021368	0.07920039	0.020479508	0.051130656	-0.13856752	-0.061107058	0.030588519	0.014569854	0.015624537	0.030315423	0.035984688	0.025341013	0.00036263213	0.0004494265	0.018845685	-0.03909586	0.015750425	-0.02859381	2.036312e-05	-0.030209258	-0.0053441226	-0.0069529475	-0.04988248	-0.18118063	0.060083676	-0.0073233857	0.06418497	-0.0323672	0.050050195
